PubChem_CID,Compound Name,standardized_smiles,vDILIConcern
2796,clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,vLess-DILI-Concern
1548955,clomiphene,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,vLess-DILI-Concern
2812,clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,vLess-DILI-Concern
6098,cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,vLess-DILI-Concern
2955,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,vLess-DILI-Concern
18381,dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,vLess-DILI-Concern
148124,docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,vLess-DILI-Concern
2761171,ethionamide,CCc1cc(C(N)=S)ccn1,vLess-DILI-Concern
150311,ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,vLess-DILI-Concern
3339,fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,vLess-DILI-Concern
1548972,fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,vLess-DILI-Concern
3446,gabapentin,NCC1(CC(=O)O)CCCCC1,vLess-DILI-Concern
5464436,gemifloxacin,CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,vLess-DILI-Concern
3672,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,vLess-DILI-Concern
3825,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,vLess-DILI-Concern
3826,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,vLess-DILI-Concern
60825,lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,vLess-DILI-Concern
216326,lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,vLess-DILI-Concern
3902,letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,vLess-DILI-Concern
3950,lomustine,O=NN(CCCl)C(=O)NC1CCCCC1,vLess-DILI-Concern
53232,lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,vLess-DILI-Concern
4030,mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,vLess-DILI-Concern
54677470,meloxicam,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,vLess-DILI-Concern
64778,meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[C@@H](C(=O)N(C)C)N3)[C@H](C)[C@H]12,vLess-DILI-Concern
4114,methoxsalen,COc1c2occc2cc2ccc(=O)oc12,vLess-DILI-Concern
6010,methyltestosterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,vLess-DILI-Concern
4205,mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,vLess-DILI-Concern
4212,mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,vLess-DILI-Concern
4236,modafinil,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,vLess-DILI-Concern
8982,nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,vLess-DILI-Concern
1302,naproxen,COc1ccc2cc(C(C)C(=O)O)ccc2c1,vLess-DILI-Concern
4485,nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],vLess-DILI-Concern
4539,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,vLess-DILI-Concern
4583,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,vLess-DILI-Concern
6196,oxacillin,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,vLess-DILI-Concern
4614,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,vLess-DILI-Concern
34312,oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,vLess-DILI-Concern
5852,penicillamine,CC(C)(S)[C@@H](N)C(=O)O,vLess-DILI-Concern
4735,pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,vLess-DILI-Concern
4748,perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,vLess-DILI-Concern
4763,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,vLess-DILI-Concern
4829,pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,vLess-DILI-Concern
5280452,piroxicam,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,vLess-DILI-Concern
54687,pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,vLess-DILI-Concern
4915,procarbazine,CNNCc1ccc(C(=O)NC(C)C)cc1,vLess-DILI-Concern
1046,pyrazinamide,NC(=O)c1cnccn1,vLess-DILI-Concern
4993,pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,vLess-DILI-Concern
5002,quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,vLess-DILI-Concern
8549,quinine,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,vLess-DILI-Concern
77999,rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,vLess-DILI-Concern
6439133,rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,vLess-DILI-Concern
5161,salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,vLess-DILI-Concern
60787,saquinavir,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,vLess-DILI-Concern
54454,simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,vLess-DILI-Concern
9354,succimer,O=C(O)C(S)C(S)C(=O)O,vLess-DILI-Concern
34698,teniposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,vLess-DILI-Concern
464205,tenofovir,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,vLess-DILI-Concern
5353990,tetracycline,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,vLess-DILI-Concern
2723601,thioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,vLess-DILI-Concern
5453,thiotepa,S=P(N1CC1)(N1CC1)N1CC1,vLess-DILI-Concern
119607,valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,vLess-DILI-Concern
2520,verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,vLess-DILI-Concern
445354,vitamin a,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,vLess-DILI-Concern
71158,acamprosate,CC(=O)NCCCS(=O)(=O)O,vLess-DILI-Concern
1978,acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,vLess-DILI-Concern
2022,aciclovir,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,vLess-DILI-Concern
2092,alfuzosin,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,vLess-DILI-Concern
2099,alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,vLess-DILI-Concern
2118,alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,vLess-DILI-Concern
16231,amiloride,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,vLess-DILI-Concern
2160,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,vLess-DILI-Concern
2162,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,vLess-DILI-Concern
33613,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,vLess-DILI-Concern
2187,anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,vLess-DILI-Concern
2249,atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,vLess-DILI-Concern
55185,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,vLess-DILI-Concern
2284,baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,vLess-DILI-Concern
5362124,benazepril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,vLess-DILI-Concern
2315,bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,vLess-DILI-Concern
444,bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,vLess-DILI-Concern
2541,candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,vLess-DILI-Concern
44093,captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,vLess-DILI-Concern
2585,carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,vLess-DILI-Concern
40958,cefaclor,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,vLess-DILI-Concern
2610,cefadroxil,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,vLess-DILI-Concern
656510,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)C3SC2)s1,vLess-DILI-Concern
6915944,cefdinir,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,vLess-DILI-Concern
5479537,cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,vLess-DILI-Concern
44185,cefoperazone,CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,vLess-DILI-Concern
456256,cefotaxime,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,vLess-DILI-Concern
5281006,cefprozil,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,vLess-DILI-Concern
5481173,ceftazidime,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,vLess-DILI-Concern
5361919,ceftriaxone,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,vLess-DILI-Concern
5361202,cefuroxime,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,vLess-DILI-Concern
27447,cephalexin,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,vLess-DILI-Concern
2678,cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,vLess-DILI-Concern
2712,chlordiazepoxide,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,vLess-DILI-Concern
2719,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,vLess-DILI-Concern
2720,chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,vLess-DILI-Concern
2726,chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,vLess-DILI-Concern
2727,chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,vLess-DILI-Concern
2756,cimetidine,CN=C(NC#N)NCCSCc1nc[nH]c1C,vLess-DILI-Concern
2771,citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,vLess-DILI-Concern
2802,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,vLess-DILI-Concern
60606,clopidogrel,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,vLess-DILI-Concern
27686,cromoglicate,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,vLess-DILI-Concern
2895,cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,vLess-DILI-Concern
2907,cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,vLess-DILI-Concern
2913,cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,vLess-DILI-Concern
347910371,dalteparin sodium,O=C(O)C1OC(OC2C(COS(=O)(=O)O)OC(O)C(NS(=O)(=O)O)C2O)C(OS(=O)(=O)O)C(O)C1O,vLess-DILI-Concern
3062316,dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,vLess-DILI-Concern
124087,desloratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,vLess-DILI-Concern
125017,desvenlafaxine,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,vLess-DILI-Concern
154101,dexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,vLess-DILI-Concern
3114,disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,vLess-DILI-Concern
3152,donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,vLess-DILI-Concern
667477,doxepin,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,vLess-DILI-Concern
31703,doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,vLess-DILI-Concern
5281011,doxycycline,C[C@H]1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,vLess-DILI-Concern
5362032,enalapril,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,vLess-DILI-Concern
25244225,enoxaparin,O=C(O)C1O[C@@H](OC2[C@@H](COS(=O)(=O)O)OC(O)C(NS(=O)(=O)O)[C@H]2O)C(OS(=O)(=O)O)[C@@H](O)C1O,vLess-DILI-Concern
146570,escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,vLess-DILI-Concern
9579578,esomeprazole Sodium,COc1ccc2nc([S@+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,vLess-DILI-Concern
5757,estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,vLess-DILI-Concern
36462,etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,vLess-DILI-Concern
3325,famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,vLess-DILI-Concern
3333,felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,vLess-DILI-Concern
3356,flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,vLess-DILI-Concern
3386,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,vLess-DILI-Concern
3393,flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,vLess-DILI-Concern
446987,fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,vLess-DILI-Concern
55891,fosinopril,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,vLess-DILI-Concern
3488,glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,vLess-DILI-Concern
3476,glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,vLess-DILI-Concern
3478,glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,vLess-DILI-Concern
3559,haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,vLess-DILI-Concern
3637,hydralazine,NNc1nncc2ccccc12,vLess-DILI-Concern
3639,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,vLess-DILI-Concern
3652,hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,vLess-DILI-Concern
3690,ifosfamide,O=P1(NCCCl)OCCCN1CCCl,vLess-DILI-Concern
3696,imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,vLess-DILI-Concern
3749,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,vLess-DILI-Concern
60838,irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,vLess-DILI-Concern
3784,isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,vLess-DILI-Concern
3883,lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,vLess-DILI-Concern
441341,levetiracetam,CC[C@H](C(N)=O)N1CCCC1=O,vLess-DILI-Concern
1549000,levocetirizine dihydrochloride,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,vLess-DILI-Concern
5819,levothyroxine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,vLess-DILI-Concern
441401,linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,vLess-DILI-Concern
5362119,lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,vLess-DILI-Concern
3956,loracarbef,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,vLess-DILI-Concern
3961,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,vLess-DILI-Concern
4046,mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,vLess-DILI-Concern
4053,melphalan,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,vLess-DILI-Concern
4054,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,vLess-DILI-Concern
4075,mesalazine,Nc1ccc(O)c(C(=O)O)c1,vLess-DILI-Concern
15459,metaxalone,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,vLess-DILI-Concern
4100,methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,vLess-DILI-Concern
4158,methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1,vLess-DILI-Concern
6741,methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,vLess-DILI-Concern
4168,metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,vLess-DILI-Concern
4171,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,vLess-DILI-Concern
5281040,montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,vLess-DILI-Concern
152946,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,vLess-DILI-Concern
5281078,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,vLess-DILI-Concern
3011155,nelarabine,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,vLess-DILI-Concern
64143,nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,vLess-DILI-Concern
3033637,nizatidine,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,vLess-DILI-Concern
4585,olanzapine,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,vLess-DILI-Concern
6003770,olsalazine,O=C(O)C1=C/C(=N\Nc2ccc(O)c(C(=O)O)c2)C=CC1=O,vLess-DILI-Concern
4594,omeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,vLess-DILI-Concern
4595,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,vLess-DILI-Concern
36314,paclitaxel,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,vLess-DILI-Concern
4679,pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,vLess-DILI-Concern
43815,paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,vLess-DILI-Concern
436058,pegaspargase,C=C(CN(C)C)C(=O)c1ccc(C)cc1C,vLess-DILI-Concern
5904,penicillin g,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,vLess-DILI-Concern
3675,phenelzine,NNCCc1ccccc1,vLess-DILI-Concern
5755,prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,vLess-DILI-Concern
5865,prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,vLess-DILI-Concern
4913,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1,vLess-DILI-Concern
4917,prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,vLess-DILI-Concern
5994,progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,vLess-DILI-Concern
4927,promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,vLess-DILI-Concern
4932,propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,vLess-DILI-Concern
4943,propofol,CC(C)c1cccc(C(C)C)c1O,vLess-DILI-Concern
