PubChem_CID,Compound Name,standardized_smiles,vDILIConcern
4057,mepenzolate,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,vNo-DILI-Concern
4058,meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,vNo-DILI-Concern
4062,mepivacaine,Cc1cccc(C)c1NC(=O)C1CCCCN1C,vNo-DILI-Concern
4064,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,vNo-DILI-Concern
10836,methamphetamine,CN[C@@H](C)Cc1ccccc1,vNo-DILI-Concern
6476,methsuximide,CN1C(=O)CC(C)(c2ccccc2)C1=O,vNo-DILI-Concern
8226,methylergonovine,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,vNo-DILI-Concern
5361917,methylnaltrexone bromide,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,vNo-DILI-Concern
4120,methylscopolamine bromide,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,vNo-DILI-Concern
9681,methysergide,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,vNo-DILI-Concern
4174,metyrapone,CC(C)(C(=O)c1cccnc1)c1cccnc1,vNo-DILI-Concern
441350,metyrosine,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,vNo-DILI-Concern
4192,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,vNo-DILI-Concern
4195,midodrine,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,vNo-DILI-Concern
55245,mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,vNo-DILI-Concern
441314,miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,vNo-DILI-Concern
51634,miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,vNo-DILI-Concern
4201,minoxidil,N=c1nc(N2CCCCC2)cc(N)n1O,vNo-DILI-Concern
4211,mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,vNo-DILI-Concern
5288826,morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,vNo-DILI-Concern
5284592,nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,vNo-DILI-Concern
5360630,nalbuphine,Oc1ccc2c3c1OC1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,vNo-DILI-Concern
5284596,naloxone,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,vNo-DILI-Concern
4454,neomycin,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,vNo-DILI-Concern
41684,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,vNo-DILI-Concern
4510,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],vNo-DILI-Concern
439260,norepinephrine,NC[C@H](O)c1ccc(O)c(O)c1,vNo-DILI-Concern
541197,norethindrone acetate,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,vNo-DILI-Concern
11953884,nystatin,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,vNo-DILI-Concern
4086,orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,vNo-DILI-Concern
4601,orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,vNo-DILI-Concern
4634,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,vNo-DILI-Concern
5284603,oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,vNo-DILI-Concern
5284604,oxymorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,vNo-DILI-Concern
115237,paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,vNo-DILI-Concern
11806,pamabrom,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,vNo-DILI-Concern
27350,pancuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,vNo-DILI-Concern
165580,paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,vNo-DILI-Concern
22879211,pegfilgrastim,COc1ccc(N(C)C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,vNo-DILI-Concern
37464,penbutolol,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,vNo-DILI-Concern
6869,penicillin v,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,vNo-DILI-Concern
444007,pentagastrin,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,vNo-DILI-Concern
441278,pentazocine,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,vNo-DILI-Concern
3053,pentetic acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,vNo-DILI-Concern
6432,perflutren,FC(F)(F)C(F)(F)C(F)(F)F,vNo-DILI-Concern
12460,phendimetrazine,CC1C(c2ccccc2)OCCN1C,vNo-DILI-Concern
4768,phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,vNo-DILI-Concern
5775,phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,vNo-DILI-Concern
5983,physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,vNo-DILI-Concern
4812,phytonadione,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,vNo-DILI-Concern
16362,pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,vNo-DILI-Concern
4828,pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,vNo-DILI-Concern
65015,plerixafor,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,vNo-DILI-Concern
4908,primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,vNo-DILI-Concern
4909,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O,vNo-DILI-Concern
4919,procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,vNo-DILI-Concern
4934,propantheline,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,vNo-DILI-Concern
638678,protirelin,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,vNo-DILI-Concern
4976,protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,vNo-DILI-Concern
7028,pseudoephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,vNo-DILI-Concern
708857,pyrantel,CN1CCCN=C1/C=C/c1cccs1,vNo-DILI-Concern
4991,pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,vNo-DILI-Concern
1054,pyridoxine,Cc1ncc(CO)c(CO)c1O,vNo-DILI-Concern
4999,quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,vNo-DILI-Concern
5035,raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,vNo-DILI-Concern
208902,ramelteon,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,vNo-DILI-Concern
56959,ranolazine,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,vNo-DILI-Concern
219024,regadenoson,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,vNo-DILI-Concern
5770,reserpine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,vNo-DILI-Concern
6759,riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,vNo-DILI-Concern
5071,rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,vNo-DILI-Concern
5078,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,vNo-DILI-Concern
441290,rocuronium,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,vNo-DILI-Concern
5352062,romidepsin,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,vNo-DILI-Concern
2083,salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,vNo-DILI-Concern
49800073,saxagliptin,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,vNo-DILI-Concern
5184,scopolamine,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,vNo-DILI-Concern
26757,selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,vNo-DILI-Concern
23701736,sodium lactate,[13CH3]C(O)C(=O)[O-],vNo-DILI-Concern
169893,Sodium polystyrene sulfonate,C=Cc1ccccc1S(=O)(=O)O,vNo-DILI-Concern
82170,sorbitol,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,vNo-DILI-Concern
19649,streptomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,vNo-DILI-Concern
5314,succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,vNo-DILI-Concern
6398588,sucralfate,O=S(=O)(O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O)O[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,vNo-DILI-Concern
41693,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,vNo-DILI-Concern
6433091,tapentadol,CCC(c1cccc(O)c1)C(C)CN(C)C,vNo-DILI-Concern
5401,terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,vNo-DILI-Concern
1125,tetrahydrobiopterin,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,vNo-DILI-Concern
2153,theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,vNo-DILI-Concern
1130,thiamine,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,vNo-DILI-Concern
60937,tiludronate,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,vNo-DILI-Concern
60947,tirofiban,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,vNo-DILI-Concern
60774,tolterodine,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,vNo-DILI-Concern
60700,topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,vNo-DILI-Concern
5526,tranexamic acid,NCC1CCC(C(=O)O)CC1,vNo-DILI-Concern
71433,trientine hydrochloride,NCCNCCNCCN,vNo-DILI-Concern
5572,trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,vNo-DILI-Concern
5282443,triprolidine,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,vNo-DILI-Concern
3034812,trospium,O=C(OC1CC2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,vNo-DILI-Concern
5610,tyramine,NCCc1ccc(O)cc1,vNo-DILI-Concern
62819,urofollitropin,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,vNo-DILI-Concern
39764,vecuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,vNo-DILI-Concern
13342,vinblastine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,vNo-DILI-Concern
54678501,vitamin c,O=C1OC([C@@H](O)CO)C(=O)C1O,vNo-DILI-Concern
14985,vitamin e,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,vNo-DILI-Concern
5311,vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,vNo-DILI-Concern
5719,zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,vNo-DILI-Concern
119,gamma-aminobutyric,NCCCC(=O)O,sider_inactive
5280360,PGE2,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,sider_inactive
5280363,prostaglandin,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,sider_inactive
244,benzyl,OCc1ccccc1,sider_inactive
449688,choline,C[N+](C)([11CH3])CCO,sider_inactive
679,DMSO,C[S+](C)[O-],sider_inactive
727,lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,sider_inactive
785,quinol,Oc1ccc(O)cc1,sider_inactive
942,nicotine,CN1CCCC1c1cccnc1,sider_inactive
1727,4-AP,Nc1ccncc1,sider_inactive
1993,methacholine,CC(=O)OC(C)C[N+](C)(C)C,sider_inactive
636374,Almeta,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,sider_inactive
443958,amcinonide,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,sider_inactive
2159,amisulpride,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,sider_inactive
54259,amorolfine,CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,sider_inactive
2216,apraclonidine,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,sider_inactive
2266,azelaic,O=C(O)CCCCCCCC(=O)O,sider_inactive
21700,beclomethasone,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,sider_inactive
20469,beclomethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,sider_inactive
2337,benzocaine,CCOC(=O)c1ccc(N)cc1,sider_inactive
2345,benzyl,O=C(OCc1ccccc1)c1ccccc1,sider_inactive
2349,penicillin,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,sider_inactive
164522,bepotastine,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,sider_inactive
2366,betahistine,CNCCc1ccccn1,sider_inactive
9400,dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,sider_inactive
2431,bretylium,CC[N+](C)(C)Cc1ccccc1Br,sider_inactive
2435,brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12,sider_inactive
2441,bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,sider_inactive
2442,bromhexine,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,sider_inactive
2484,butenafine,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,sider_inactive
5288783,calcipotriol,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,sider_inactive
1548943,capsaicin,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,sider_inactive
2551,carbachol,C[N+](C)(C)CCOC([NH])=O,sider_inactive
2583,carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,sider_inactive
2663,celiprolol,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,sider_inactive
9552079,chlorhexidine,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,sider_inactive
2749,ciclopirox,Cc1cc(C2CCCCC2)n(O)c(=O)c1,sider_inactive
2762,cinoxacin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,sider_inactive
32798,clobetasol,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sider_inactive
71386,clobetasone,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,sider_inactive
446220,cocaine,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,sider_inactive
688020,crotamiton,C/C=C/C(=O)N(CC)c1ccccc1C,sider_inactive
2905,cyclopentolate,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,sider_inactive
5311067,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,sider_inactive
3009,DFMO,NCCCC(N)(C(=O)O)C(F)F,sider_inactive
71414,diflorasone,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sider_inactive
443936,epitopic,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sider_inactive
3105,dipivefrin,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,sider_inactive
3151,domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,sider_inactive
5284549,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,sider_inactive
92974,L-threo-DOPS,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,sider_inactive
3198,econazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,sider_inactive
446284,eicosapentaenoic,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,sider_inactive
3219,emedastine,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,sider_inactive
3241,epinastine,N=C1NCC2c3ccccc3Cc3ccccc3N12,sider_inactive
443884,ergonovine,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,sider_inactive
8223,ergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,sider_inactive
40291,estramustine,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CC[C@@H]2OP(=O)([O-])[O-],sider_inactive
5756,estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,sider_inactive
225609,fludrocortisone,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sider_inactive
71415,flumethasone,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,sider_inactive
82153,flunisolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,sider_inactive
3380,flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,sider_inactive
6215,fluocinolone,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,sider_inactive
9642,fluocinonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,sider_inactive
9878,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sider_inactive
15209,flurandrenolone,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,sider_inactive
444036,fluticasone,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sider_inactive
3410,formoterol,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,sider_inactive
3032525,fusidic,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)C3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,sider_inactive
6434870,gemeprost,CCCCC(C)(C)[C@H](O)/C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCC/C=C/C(=O)OC,sider_inactive
443943,halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,sider_inactive
3598,hexachlorophene,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,sider_inactive
5282593,homatropine,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(O)c1ccccc1)C2,sider_inactive
9003,Buscopan,CCCC[N+]1(C)[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21,sider_inactive
26133,hydrocortisone,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,sider_inactive
5905,IdUrd,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,sider_inactive
3730,iohexol,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,sider_inactive
3736,iopromide,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,sider_inactive
